"position","domain","city","company","experience","english","salary","technology","specialization","period","title","group","framework"
"Software Engineer","Travel",1,3,4,5,3200,"Python","Back-end","2024-12",3,1,"Flask,Django,React"
"QA/QC/SDET","Ecommerce",17,4,3,4,2100,"","Manual QA","2024-12",3,2,""
"Software Engineer","Mobile",32,3,2,2,1800,"Dart","Mobile","2024-12",3,1,"Flutter"
"Software Engineer","Internet of Things",12,3,10,4,6750,"PHP","Full Stack","2024-12",10,1,"Express,Magento,Nest.js,Next.js,Node.js"
"Recruiter","Edtech / Education",1,3,2,4,500,"",NA,"2024-12",2,18,NA
"DevOps","Cloud Computing,Ecommerce,Agriculture",1,3,3,1,1200,"",NA,"2024-12",4,5,NA
"Software Engineer","Logistics",12,1,10,4,5300,"Java","Back-end","2024-12",4,1,"Spring,Hibernate"
"DevOps","Ecommerce",1,3,4,3,3500,"",NA,"2024-12",3,5,NA
"Lawyer","Legal",1,3,6,3,1170,"",NA,"2024-12",3,24,NA
"Project Manager","Embedded",16,1,5,5,1200,"",NA,"2024-12",0,11,NA
"Accountant","Retail",1,2,4,4,2000,"",NA,"2024-12",3,23,NA
"Accountant","",12,3,2,3,940,"",NA,"2024-12",3,23,NA
"Software Engineer","Gambling",12,2,6,5,7500,"Kotlin","Mobile","2024-12",5,1,"Android SDK (Native),Jetpack Compose"
"Software Engineer","Ecommerce",1,3,8,4,3500,"TypeScript","Front-end","2024-12",3,1,"Angular / Angular.js,Laravel"
"Software Engineer","Media",32,3,10,5,6384,"C++","Desktop","2024-12",4,1,""
"QA/QC/SDET","Mobile,Banking,mobile applications",32,3,4,3,1300,"","Manual QA","2024-12",3,2,""
"Data/Big Data Engineer","MacOS apps",1,3,6,3,6400,"Python",NA,"2024-12",4,4,"airflow,Spark,Requests,SQLAlchemy,dbt"
"CTO (Chief Technology Officer)","Fintech / Banking / Capital Management",1,3,7,4,15000,"",NA,"2024-12",12,10,NA
"Business Analyst","Fintech / Banking / Capital Management",1,1,4,2,1600,"",NA,"2024-12",3,3,NA
"Business Analyst","Data Science",24,1,3,5,1540,"",NA,"2024-12",0,3,NA
"QA/QC/SDET","",26,1,1,2,600,"JavaScript","SDET","2024-12",2,2,"Jest"
"Software Engineer","Ecommerce",7,1,3,3,1300,"PHP","Back-end","2024-12",3,1,"Laravel"
"QA/QC/SDET","Hardware,Embedded",1,3,1,3,900,"Python","Manual QA","2024-12",2,2,""
"Software Engineer","Fintech / Banking / Capital Management",32,3,8,5,5500,"C#/.NET","Full Stack","2024-12",4,1,""
"Pre-Match Trader","Gambling",1,3,1,2,1150,"",NA,"2024-12",0,NA,NA
"Business Analyst","Корпоративні системи,Fintech / Banking / Capital Management",1,3,2,1,1100,"",NA,"2024-12",2,3,NA
"Penetration Tester","Security",1,1,1,3,1280,"Java",NA,"2024-12",2,7,NA
"BI Engineer","Data Science",1,3,5,4,3000,"DB langs",NA,"2024-12",0,4,"NumPy,Requests,Pandas,PyMC"
"DBA","Fintech / Banking / Capital Management",1,3,3,4,3100,"DB langs",NA,"2024-12",3,8,NA
"Software Engineer","Blockchain",1,2,3,3,2300,"Solidity","Back-end","2024-12",3,1,""
"Accountant","Корпоративні системи",12,1,6,2,1200,"",NA,"2024-12",0,23,NA
"Marketing Manager","Gambling",1,3,10,5,2300,"",NA,"2024-12",4,19,NA
"Technical Support","SaaS",12,3,1,4,1500,"Python",NA,"2024-12",5,22,NA
"Data Scientist","Logistics",21,2,2,3,600,"Python",NA,"2024-12",2,4,"NumPy,Pandas,Scikit-learn"
"Product Manager","Blockchain,Mobile",1,4,5,5,5300,"",NA,"2024-12",0,12,NA
"Software Engineer","Gambling",1,3,7,4,4000,"TypeScript","Mobile","2024-12",4,1,"React Native"
"Business Development Manager","Adtech / Advertising,Ecommerce",15,5,1,3,600,"",NA,"2024-12",2,21,NA
"Software Engineer","Gambling",12,3,5,3,2400,"TypeScript","Front-end","2024-12",3,1,"Next.js,React"
"QA/QC/SDET","Ecommerce",3,1,3,3,1150,"Java","Automation QA","2024-12",3,2,"JSON,Maven,JUnit,Cucumber"
"QA/QC/SDET","Dating",1,3,4,3,2600,"Java","General QA","2024-12",3,2,"Gradle,JSON,JUnit,Selenide/NSelen/Selen"
"Project Coordinator","Корпоративні системи",26,1,1,4,1200,"",NA,"2024-12",2,11,NA
"Technical Writer","Miltech and service",1,1,4,4,2300,"",NA,"2024-12",3,8,NA
"Software Engineer","Mobile",1,3,4,4,5200,"Swift","Desktop","2024-12",4,1,""
"Software Engineer","Ecommerce",1,1,5,3,3200,"PHP","Back-end","2024-12",3,1,"Symfony"
"Software Engineer","Public services / Government,Mobile",9,1,2,3,1000,"TypeScript","Back-end","2024-12",2,1,"Nest.js,Node.js,Next.js"
"Software Engineer","Gambling,Mobile",1,3,10,5,6200,"DB langs","Back-end","2024-12",5,1,""
"Product Analyst","Telecom,Mobile,Media",1,3,1,4,2800,"DB langs",NA,"2024-12",3,3,NA
"User Acquisition Manager","Dating",2,3,5,4,3500,"",NA,"2024-12",4,19,NA
"Software Engineer","",32,1,7,4,5000,"Python","Back-end","2024-12",4,1,"Django"
"Software Engineer","Retail",1,3,5,3,3600,"TypeScript","Front-end","2024-12",4,1,"React"
"Treasury Manager","Fintech / Banking / Capital Management,Automotive",32,1,2,3,1632,"",NA,"2024-12",4,23,NA
"Software Engineer","Automotive",15,1,6,4,4635,"C++","Embedded","2024-12",4,1,""
"QA/QC/SDET","Mobile",2,3,4,3,1800,"","Manual QA","2024-12",3,2,""
"Software Engineer","Корпоративні системи",2,3,10,4,4000,"C#/.NET","Desktop","2024-12",5,1,""
"Infrastructure Engineer","Gamedev,Gambling,Ecommerce",32,3,10,5,4150,"Python",NA,"2024-12",3,5,NA
"Web Designer","Webflow templates",12,1,3,2,850,"",NA,"2024-12",0,17,NA
"QA/QC/SDET","Telecom",12,3,0,3,450,"","Manual QA","2024-12",1,2,""
"Software Engineer","Adtech / Advertising",2,2,0,3,3100,"JavaScript","Full Stack","2024-12",3,1,"Laravel,Vue.js"
"DevOps","Fintech / Banking / Capital Management",1,3,8,4,7300,"Python",NA,"2024-12",0,5,NA
"Software Engineer","Travel",1,3,7,3,2700,"JavaScript","Front-end","2024-12",3,1,"Nuxt.js,Vue.js,Node.js"
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,10,4,2200,"Python","Manual QA","2024-12",4,2,"JSON,Postman"
"Software Engineer","Fintech / Banking / Capital Management",12,4,10,5,9500,"JavaScript","Full Stack","2024-12",6,1,"React"
"Software Engineer","High Load Systems",3,3,6,4,6000,"Python","Back-end","2024-12",4,1,"Django"
"DevOps","Retail",1,1,10,4,4200,"Python",NA,"2024-12",4,5,NA
"Engineering Manager","Business Intelligence / Data Warehouse,Manufacturing,Geospatial",12,4,1,5,4800,"TypeScript",NA,"2024-12",5,13,NA
"Software Engineer","",12,1,4,3,2300,"Golang","Back-end","2024-12",3,1,""
"Computer Vision Engineer","Miltech",1,4,10,5,22000,"Python",NA,"2024-12",10,4,"PyTorch,NumPy,OpenCV,Matplotlib,Pandas"
"Software Engineer","Ecommerce",12,3,10,5,20000,"C++","System Architect","2024-12",8,1,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,9,4,2800,"TypeScript","General QA","2024-12",3,2,"Cucumber,JUnit,Playwright,Postman,Rest Assured"
"Machine/Deep Learning Engineer","Ecommerce",1,3,6,4,5500,"Python",NA,"2024-12",4,4,"PyTorch,Pandas,NumPy,Matplotlib,Scikit-learn"
"Product Analyst","Gambling",1,3,4,3,3200,"DB langs",NA,"2024-12",3,3,NA
"Software Engineer","Ecommerce",1,2,7,3,4500,"PHP","Back-end","2024-12",5,1,"Symfony"
"Software Engineer","Manufacturing",28,2,7,3,3300,"C++","Desktop","2024-12",3,1,""
"DevOps","Security,Cloud Computing,High Load Systems",12,1,5,4,2600,"Python",NA,"2024-12",4,5,NA
"Software Engineer","Energy",1,1,2,4,3450,"C#/.NET","Back-end","2024-12",3,1,".NET,ASP.NET"
"Software Engineer","Gamedev",11,2,5,4,4500,"C#/.NET","","2024-12",4,1,""
"Software Engineer","Medtech / Healthcare",28,1,3,3,2464,"TypeScript","Front-end","2024-12",3,1,"React,Next.js"
"Software Engineer","Gambling",1,3,1,4,7000,"TypeScript","Back-end","2024-12",5,1,"Nest.js"
"Software Engineer","Ecommerce",3,1,0,3,500,"Python","Back-end","2024-12",1,1,"FastAPI,Flask,TensorFlow"
"Software Engineer","Medtech / Healthcare",21,1,5,3,2670,"TypeScript","Front-end","2024-12",3,1,"Next.js,React"
"Software Engineer","Security",1,2,6,4,3200,"TypeScript","Front-end","2024-12",4,1,"React"
"UI/UX Designer","Hardware",26,1,0,3,800,"",NA,"2024-12",2,14,NA
"Business Analyst","Business Intelligence / Data Warehouse",1,1,5,4,3300,"",NA,"2024-12",3,3,NA
"Software Engineer","Public services / Government",26,3,5,4,4200,"PHP","Back-end","2024-12",3,1,"Drupal,Vue.js,Symfony"
"Software Engineer","Gambling",1,3,3,4,6150,"C#/.NET","Back-end","2024-12",4,1,"ASP.NET,.NET"
"Software Engineer","Edtech / Education",5,3,2,2,350,"PHP","Back-end","2024-12",2,1,"Laravel"
"Software Engineer","Ecommerce",7,1,7,4,4500,"TypeScript","Front-end","2024-12",4,1,"React"
"Marketing Manager","Manufacturing",20,3,3,3,1160,"",NA,"2024-12",3,19,NA
"3D Artist","Gamedev",1,2,6,2,2200,"",NA,"2024-12",3,15,NA
"Business Analyst","Business Intelligence / Data Warehouse,Insurance",1,2,10,5,4800,"DB langs",NA,"2024-12",4,3,NA
"Email Marketing Specialist","Ecommerce",1,3,1,3,1000,"",NA,"2024-12",2,19,NA
"Software Engineer","Ecommerce",1,3,1,3,1000,"TypeScript","Front-end","2024-12",2,1,"React"
"Software Engineer","Ecommerce",12,3,3,3,1700,"JavaScript","Back-end","2024-12",3,1,"Node.js,Express"
"Product Manager","Ecommerce",15,1,8,5,3800,"",NA,"2024-12",4,12,NA
"Office Manager/Administrator/Coordinator","Корпоративні системи,Data Science,Retail",1,3,2,5,1100,"",NA,"2024-12",0,25,NA
"Software Engineer","",32,4,4,3,2520,"TypeScript","Full Stack","2024-12",3,1,"Nest.js,Express,Next.js,React"
"Electronics Engineer","Embedded",1,4,2,4,600,"C++",NA,"2024-12",0,8,NA
"Software Engineer","Gambling",28,3,8,5,6300,"Java","Back-end","2024-12",4,1,"Spring"
"Data/Big Data Engineer","Business Intelligence / Data Warehouse",32,3,4,4,3800,"Python",NA,"2024-12",3,4,"airflow,Pandas,Spark"
"UI/UX Designer","Ecommerce",16,4,2,1,800,"",NA,"2024-12",3,14,NA
"Technical Product Manager","Real estate,Fintech / Banking / Capital Management",3,3,3,4,8500,"Python",NA,"2024-12",5,12,NA
"QA/QC/SDET","Ecommerce",1,3,4,3,2090,"C#/.NET","Automation QA","2024-12",3,2,".NET,JSON,Selenium,NUnit"
"Software Engineer","Security",1,2,5,5,3800,"Java","Back-end","2024-12",3,1,"Spring"
"Environment Artist","Gamedev",2,1,7,3,3100,"",NA,"2024-12",4,15,NA
"Software Engineer","Embedded",12,3,10,4,7400,"C","Embedded","2024-12",6,1,""
"Software Engineer","Fintech / Banking / Capital Management",1,1,3,2,2000,"TypeScript","Back-end","2024-12",3,1,"Express,Node.js"
"Software Engineer","Adtech / Advertising",12,3,3,3,2250,"TypeScript","Front-end","2024-12",3,1,"Angular / Angular.js"
"Software Engineer","Media",2,1,1,1,500,"Python","Back-end","2024-12",2,1,"FastAPI"
"Performance Analyst","Ecommerce",1,2,2,3,2600,"Groovy",NA,"2024-12",3,3,NA
"Software Engineer","Legal",3,1,5,3,2200,"C#/.NET","Back-end","2024-12",3,1,"ASP.NET,.NET,React"
"Software Engineer","Security",1,4,10,4,8930,"Java","Back-end","2024-12",5,1,"Spring"
"Software Engineer","Gambling",12,3,3,5,3100,"Java","Back-end","2024-12",3,1,"Spring,Hibernate"
"Software Engineer","Big Data",24,2,6,4,5450,"Scala","Back-end","2024-12",4,1,""
"Product Manager","",1,3,2,4,4000,"",NA,"2024-12",3,12,NA
"QA/QC/SDET","Ecommerce",1,1,3,3,900,"","Manual QA","2024-12",3,2,""
"CTO (Chief Technology Officer)","Insurance",7,3,2,4,6150,"Swift",NA,"2024-12",12,10,NA
"DevOps","Cloud Computing",6,3,3,4,4500,"Python",NA,"2024-12",4,5,NA
"QA/QC/SDET","Ecommerce",2,1,3,3,2000,"Python","Manual QA","2024-12",3,2,"PyTest,JSON,Postman"
"Project Manager","Ecommerce,Mobile,Travel",1,3,7,4,3630,"",NA,"2024-12",5,11,NA
"Customer Support","Public services / Government",1,7,0,3,550,"",NA,"2024-12",2,22,NA
"Recruiter","Ecommerce",12,3,5,4,2550,"",NA,"2024-12",4,18,NA
"Software Engineer","Media",1,3,9,3,6000,"Kotlin","Mobile","2024-12",5,1,"Jetpack Compose,Android SDK (Native)"
"Business Analyst","Medtech / Healthcare",3,3,2,4,705,"",NA,"2024-12",0,3,NA
"Content (Marketing) Manager","Medtech / Healthcare",32,1,3,5,2000,"",NA,"2024-12",5,20,NA
"HR Administrator","Gamedev,Gambling",1,3,1,3,700,"",NA,"2024-12",2,18,NA
"Project Manager","Ecommerce",1,1,1,3,900,"",NA,"2024-12",2,11,NA
"Head of HR","Ecommerce",21,3,8,5,5500,"",NA,"2024-12",7,18,NA
"Software Engineer","Fintech / Banking / Capital Management",17,1,3,3,1900,"C#/.NET","Back-end","2024-12",2,1,".NET"
"DevOps","Big Data",12,3,4,4,6000,"Python",NA,"2024-12",5,5,NA
"Software Engineer","Ecommerce",1,3,4,3,2000,"TypeScript","Front-end","2024-12",3,1,"React"
"QA/QC/SDET","Gambling",1,3,1,2,1000,"","Manual QA","2024-12",2,2,""
"Software Engineer","Insurance",1,2,1,4,900,"Java","Back-end","2024-12",2,1,"Spring"
"Delivery Director","Fintech / Banking / Capital Management",1,1,10,5,7300,"",NA,"2024-12",12,11,NA
"Software Engineer","Dynamics 365",1,1,10,4,5000,"","Solution Architect","2024-12",8,1,""
"QA/QC/SDET","Travel",32,1,3,5,1000,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,6,3,3300,"Java","Manual QA","2024-12",4,2,""
"Software Engineer","Fintech / Banking / Capital Management",5,1,1,4,2000,"Swift","Mobile","2024-12",2,1,"SwiftUI"
"QA/QC/SDET","Medtech / Healthcare",32,2,3,4,2000,"","Manual QA","2024-12",3,2,""
"Product Owner","Logistics",12,3,4,4,6050,"",NA,"2024-12",0,12,NA
"Software Engineer","Ecommerce,Корпоративні системи,Logistics",32,2,4,3,3800,"C#/.NET","Full Stack","2024-12",3,1,"Angular / Angular.js,ASP.NET,Node.js,.NET,React"
"Software Engineer","High Load Systems",17,1,1,3,1200,"TypeScript","Front-end","2024-12",2,1,"Angular / Angular.js"
"Software Engineer","Ecommerce",2,3,3,3,2100,"JavaScript","Front-end","2024-12",3,1,"Angular / Angular.js"
"Software Engineer","Medtech / Healthcare",21,3,9,2,3000,"Java","Full Stack","2024-12",4,1,"Angular / Angular.js"
"Data Analyst","Fintech / Banking / Capital Management",1,3,5,4,3500,"DB langs",NA,"2024-12",4,3,NA
"Software Engineer","Ecommerce",1,1,0,4,800,"Python","Back-end","2024-12",2,1,"Django"
"Software Engineer","Ecommerce",2,1,4,4,3200,"Java","Back-end","2024-12",3,1,"Spring"
"Data Analyst","NGO in the US",11,1,0,4,900,"",NA,"2024-12",2,3,NA
"Software Engineer","Mobile",1,3,9,2,4200,"Kotlin","Mobile","2024-12",3,1,"Android SDK (Native),Jetpack Compose"
"Software Engineer","Food",32,3,1,5,4700,"Java","Full Stack","2024-12",6,1,"Laravel,Vue.js,Cordova"
"Business Analyst","Ecommerce,Retail",1,3,4,3,3700,"",NA,"2024-12",4,3,NA
"UI/UX Designer","Agency",32,1,2,2,850,"",NA,"2024-12",3,14,NA
"Software Engineer","Gambling",3,3,4,2,3000,"TypeScript","Front-end","2024-12",4,1,"Angular / Angular.js"
"Software Engineer","Big Data",17,2,6,2,2100,"Python","Back-end","2024-12",4,1,"FastAPI,Flask"
"Software Engineer","Fintech / Banking / Capital Management",12,2,4,4,4000,"JavaScript","Front-end","2024-12",3,1,"React"
"Software Engineer","Ecommerce",32,1,10,3,5700,"Kotlin","Mobile","2024-12",6,1,"Android SDK (Native)"
"Recruiter","",17,3,1,1,500,"",NA,"2024-12",2,18,NA
"Hardware Engineer","Security",12,3,6,3,2300,"C",NA,"2024-12",3,8,NA
"Software Engineer","Ecommerce",1,3,4,4,4000,"Scala","Back-end","2024-12",4,1,"ZIO"
"Software Engineer","Automotive",1,1,10,4,5000,"DB langs","Back-end","2024-12",6,1,""
"Software Engineer","",1,3,1,3,1650,"TypeScript","Front-end","2024-12",2,1,"Vue.js"
"HR Business Partner","Gamedev,Embedded,Hardware",1,1,7,3,2200,"",NA,"2024-12",5,18,NA
"Software Engineer","Miltech",23,1,1,3,800,"JavaScript","Front-end","2024-12",2,1,"Next.js"
"QA/QC/SDET","Automotive",32,2,3,3,3500,"","Manual QA","2024-12",4,2,""
"Software Engineer","Security",1,1,10,4,5175,"TypeScript","Front-end","2024-12",4,1,"Angular / Angular.js"
"Software Engineer","Logistics",1,3,4,4,3100,"JavaScript","Front-end","2024-12",4,1,"Vue.js"
"Data Analyst","Media",1,3,2,4,1800,"DB langs",NA,"2024-12",0,3,NA
"Software Engineer","Fintech / Banking / Capital Management",1,1,3,4,3000,"Salesforce","Full Stack","2024-12",3,1,"Salesforce Lightning"
"Software Engineer","",1,3,0,4,6288,"TypeScript","Full Stack","2024-12",2,1,"React,Spring"
"Software Engineer","Ecommerce",31,6,10,3,3200,"C#/.NET","Desktop","2024-12",4,1,""
"Affiliate Manager","Gambling",3,3,2,2,1300,"",NA,"2024-12",3,19,NA
"Software Engineer","Logistics",1,3,2,4,1700,"JavaScript","Front-end","2024-12",3,1,"React"
"DevOps","Machine Learning",26,3,6,4,6300,"Python",NA,"2024-12",4,5,NA
"Software Engineer","Fintech / Banking / Capital Management",1,3,5,5,6600,"JavaScript","Back-end","2024-12",4,1,"Node.js"
"Software Engineer","Ecommerce",1,1,10,4,4300,"PHP","Back-end","2024-12",5,1,"Symfony,Vue.js"
"DevOps","Insurance",3,2,8,4,5500,"Python",NA,"2024-12",4,5,NA
"DevOps","Retail,Ecommerce,High Load Systems",1,2,10,4,5000,"Python",NA,"2024-12",4,5,NA
"Software Engineer","Ecommerce",1,1,0,4,400,"TypeScript","Front-end","2024-12",1,1,"React"
"Software Engineer","Mobile",27,3,10,1,2000,"Kotlin","Mobile","2024-12",4,1,"Android SDK (Native)"
"Software Engineer","Ecommerce",2,3,4,2,2100,"PHP","Back-end","2024-12",3,1,"Symfony"
"Customer Support","Корпоративні системи",32,3,6,5,2050,"",NA,"2024-12",0,22,NA
"Software Engineer","Medtech / Healthcare",29,1,8,3,2800,"TypeScript","Front-end","2024-12",3,1,"React,Express,Next.js,Node.js"
"Graphic Designer","Ecommerce",26,6,10,2,3000,"",NA,"2024-12",4,17,NA
"Recruiter","Security",12,3,1,4,1600,"",NA,"2024-12",3,18,NA
"QA/QC/SDET","Medtech / Healthcare",1,1,3,4,1100,"","Performance QA","2024-12",3,2,""
"QA/QC/SDET","Ecommerce",1,2,8,5,3150,"Java","Automation QA","2024-12",3,2,"Selenium"
"Software Engineer","Insurance",1,1,4,5,3500,"C#/.NET","Full Stack","2024-12",4,1,".NET,ASP.NET,Blazor"
"CHRO (Chief Human Resources Officer)","Gamedev,Ecommerce,Blockchain",1,3,10,5,8875,"",NA,"2024-12",12,18,NA
"Software Engineer","Medtech / Healthcare",12,2,10,4,4100,"C#/.NET","Full Stack","2024-12",4,1,"ASP.NET,React"
"QA/QC/SDET","",1,1,5,4,3900,"Swift","Automation QA","2024-12",4,2,"XCTest"
"AI Engineer","Edtech / Education",32,1,5,5,6500,"Python",NA,"2024-12",5,4,""
"Software Engineer","Security",1,2,1,4,1475,"C++","Desktop","2024-12",2,1,""
"Software Engineer","Miltech",12,3,3,4,3300,"C","Embedded","2024-12",3,1,""
"Project Coordinator","Travel",1,1,3,3,3100,"",NA,"2024-12",3,11,NA
"DevOps","Media,Public services / Government,Mobile",1,1,3,3,6980,"Python",NA,"2024-12",3,5,NA
"Software Engineer","Fintech / Banking / Capital Management",1,5,5,3,1600,"C#/.NET","","2024-12",3,1,""
"DevOps","Fintech / Banking / Capital Management",12,3,2,4,2500,"Golang",NA,"2024-12",3,5,NA
"Software Engineer","Mobile",1,3,3,5,2300,"Kotlin","Mobile","2024-12",3,1,"Android SDK (Native),Other"
"QA/QC/SDET","Gamedev",3,3,2,2,800,"","Manual QA","2024-12",2,2,""
"Software Engineer","Gamedev",1,3,10,4,6175,"C#/.NET","","2024-12",4,1,""
"UI/UX Designer","Ecommerce",1,3,3,4,670,"",NA,"2024-12",0,14,NA
"Software Engineer","Hospitality software",3,3,10,3,6500,"PHP","Back-end","2024-12",4,1,"Symfony,Laravel"
"Software Engineer","Data Science",32,4,10,4,11400,"TypeScript","Back-end","2024-12",6,1,""
"Technical Support","Logistics,Retail",1,3,5,5,3300,"DB langs",NA,"2024-12",4,22,NA
"Software Engineer","Edtech / Education",12,1,8,4,3500,"Swift","Mobile","2024-12",4,1,"iOS SDK (Native),SwiftUI"
"QA/QC/SDET","Travel",32,3,10,5,4700,"Python","Automation QA","2024-12",4,2,"Playwright,PyTest"
"Financial Manager","Adult",15,3,7,2,700,"",NA,"2024-12",0,23,NA
"Software Engineer","Blockchain",2,3,5,3,2500,"TypeScript","Front-end","2024-12",3,1,"Nuxt.js,Vue.js,Node.js,Other"
"Software Engineer","Fintech / Banking / Capital Management",7,3,2,4,7800,"TypeScript","Full Stack","2024-12",6,1,"Nest.js,Angular / Angular.js,Express,Node.js"
"Product Owner","Insurance",23,1,4,5,6000,"",NA,"2024-12",0,12,NA
"QA/QC/SDET","Medtech / Healthcare",1,1,10,5,3800,"JavaScript","Automation QA","2024-12",4,2,"Appium,Selenium"
"Software Engineer","Telecom",27,1,5,3,3700,"JavaScript","Front-end","2024-12",3,1,"React"
"QA/QC/SDET","",24,1,9,4,9000,"Ruby","Automation QA","2024-12",4,2,"Cucumber,Playwright,Postman,Selenium"
"QA/QC/SDET","Business Intelligence / Data Warehouse,Ecommerce",27,1,3,4,2000,"","Manual QA","2024-12",3,2,""
"Software Engineer","Logistics",23,3,3,4,4880,"JavaScript","Front-end","2024-12",5,1,"Vue.js"
"Software Engineer","Security",16,3,1,2,450,"JavaScript","Full Stack","2024-12",2,1,"Nest.js,Express"
"Software Engineer","Ecommerce",32,2,3,5,4588,"PHP","Back-end","2024-12",3,1,"Magento"
"CTO (Chief Technology Officer)","Ecommerce",1,3,10,1,8000,"PHP",NA,"2024-12",12,10,NA
"Product Designer","Edtech / Education",1,3,6,2,2600,"",NA,"2024-12",3,14,NA
"Software Engineer","Retail,Fintech / Banking / Capital Management",20,1,7,2,1800,"Vbscript","Back-end","2024-12",4,1,"Node.js,React"
"Project Manager","architecture",3,4,1,2,600,"",NA,"2024-12",2,11,NA
"QA/QC/SDET","Ecommerce",27,1,8,3,3500,"","Manual QA","2024-12",4,2,""
"BI Analyst","FMCG",1,3,3,3,1250,"DB langs",NA,"2024-12",3,3,NA
"QA/QC/SDET","Ecommerce",24,1,10,4,2800,"","Manual QA","2024-12",5,2,""
"QA/QC/SDET","Internet of Things",1,3,7,4,3300,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Gamedev",3,1,1,4,550,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Business Intelligence / Data Warehouse",2,1,8,4,3000,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Ecommerce",1,1,3,4,1100,"","General QA","2024-12",3,2,""
"QA/QC/SDET","Blockchain,Fintech / Banking / Capital Management",2,1,4,3,1820,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Gambling",32,3,5,3,3150,"","Manual QA","2024-12",3,2,""
"Software Engineer","Logistics",12,1,1,3,1200,"JavaScript","Front-end","2024-12",2,1,"React"
